age,education,balance,duration
28,tertiary,1026,101
37,secondary,0,54
30,secondary,341,54
34,tertiary,1798,196
39,secondary,1360,247
41,secondary,158,426
44,secondary,338,133
37,secondary,267,121
33,secondary,162,135
35,secondary,0,404
51,secondary,42,80
51,primary,37,341
39,primary,499,156
30,secondary,396,366
50,secondary,481,168
45,primary,-69,118
44,primary,70,176
32,secondary,1670,223
34,tertiary,3050,469
55,unknown,276,35
37,secondary,1040,199
31,primary,951,206
42,primary,969,721
32,secondary,-64,641
43,secondary,229,163
33,secondary,210,1207
47,primary,-169,234
32,tertiary,593,86
43,secondary,484,180
34,secondary,0,68
29,secondary,5918,103
59,primary,-91,239
47,secondary,623,102
45,tertiary,0,325
45,tertiary,23,234
56,primary,26,194
37,secondary,513,134
52,primary,306,650
29,secondary,0,77
48,secondary,-276,674
32,tertiary,1804,122
37,tertiary,0,109
50,primary,117,216
36,primary,1959,1966
36,tertiary,1,131
33,primary,863,622
59,secondary,506,281
37,secondary,198,156
35,secondary,546,161
30,primary,236,44
40,secondary,282,240
34,secondary,0,172
31,secondary,864,127
31,secondary,1078,248
36,primary,679,115
44,secondary,-228,38
27,tertiary,79,201
25,tertiary,882,341
30,tertiary,228,314
36,tertiary,702,52
36,secondary,1331,77
40,primary,147,109
30,secondary,186,390
32,primary,180,804
51,secondary,-13,361
37,tertiary,2576,417
35,tertiary,1396,809
38,secondary,780,262
35,tertiary,670,44
35,secondary,1546,156
39,secondary,4741,166
30,tertiary,365,76
33,secondary,185,298
37,secondary,208,466
51,primary,-19,829
35,secondary,0,291
35,secondary,328,484
26,secondary,0,204
57,primary,649,169
23,secondary,292,437
38,secondary,2253,937
35,tertiary,153,37
31,secondary,295,193
41,tertiary,3371,204
43,secondary,47,163
36,tertiary,181,159
59,secondary,2965,1970
55,primary,1691,358
34,secondary,467,195
44,tertiary,388,246
40,secondary,635,122
52,secondary,5828,276
34,secondary,283,151
27,secondary,223,297
40,secondary,125,119
33,tertiary,1481,172
44,tertiary,1371,788
50,tertiary,267,187
33,tertiary,5550,124
39,primary,0,1975
35,secondary,102,252
47,tertiary,846,85
34,tertiary,29,248
35,secondary,2737,199
29,secondary,714,482
37,tertiary,72,98
51,secondary,581,107
22,tertiary,374,158
36,secondary,328,194
40,unknown,528,340
33,secondary,540,88
37,secondary,426,323
31,secondary,2194,275
44,tertiary,12392,177
29,primary,97,431
53,tertiary,-1112,53
33,primary,410,396
30,secondary,2191,157
60,primary,-70,65
41,secondary,471,954
26,secondary,96,612
32,secondary,8,251
38,tertiary,0,537
57,tertiary,408,402
27,primary,265,1119
39,secondary,9618,94
37,secondary,1572,499
47,secondary,642,197
44,secondary,33,195
25,primary,-289,56
57,primary,3777,65
43,primary,794,38
37,secondary,-308,168
45,secondary,577,154
27,secondary,249,307
42,tertiary,94,45
45,tertiary,54,107
37,secondary,1328,121
42,secondary,-336,318
35,secondary,712,255
41,secondary,305,174
53,primary,234,53
39,tertiary,93,196
35,secondary,8040,173
60,secondary,0,65
47,primary,6150,444
32,secondary,210,308
46,primary,5461,562
29,secondary,1550,228
50,secondary,-54,698
49,secondary,2409,272
39,primary,640,220
35,secondary,0,419
34,primary,3,369
43,secondary,550,107
36,tertiary,-978,62
31,secondary,507,65
58,tertiary,4152,76
51,secondary,-491,805
51,secondary,707,97
36,secondary,330,777
57,secondary,25,378
46,tertiary,1103,185
42,secondary,-193,1805
41,secondary,654,139
42,tertiary,47,222
34,tertiary,3821,649
31,secondary,222,168
35,primary,445,237
47,primary,3067,141
39,secondary,41,135
43,tertiary,1264,102
56,unknown,84,65
32,secondary,271,80
46,secondary,2268,281
36,secondary,-302,36
47,primary,409,143
38,primary,168,212
34,secondary,3778,259
31,secondary,143,221
35,secondary,9,84
42,tertiary,1162,406
41,secondary,-664,185
45,secondary,809,155
31,tertiary,232,53
51,secondary,107,99
34,secondary,39,254
38,primary,0,531
33,primary,324,217
51,primary,1203,25
38,tertiary,69,253
40,primary,104,277
36,primary,2040,125
37,secondary,68,151
30,primary,17,125
35,secondary,-122,97
52,secondary,-607,449
34,secondary,113,16
45,secondary,358,134
35,secondary,635,265
36,primary,38,285
49,primary,655,32
42,primary,21,383
52,tertiary,0,179
55,secondary,1279,446
33,primary,142,136
44,tertiary,994,420
39,secondary,0,513
40,tertiary,342,133
42,secondary,108,225
32,secondary,335,240
27,tertiary,205,204
35,primary,298,135
47,unknown,878,245
30,tertiary,106,119
29,secondary,-7,1279
29,secondary,182,38
48,secondary,-38,331
33,secondary,668,771
32,tertiary,4908,491
40,primary,830,873
32,tertiary,0,440
55,tertiary,639,992
38,primary,4406,689
37,secondary,121,302
31,secondary,1510,72
44,secondary,4837,324
53,secondary,6831,1130
41,tertiary,1204,310
52,secondary,3332,182
35,unknown,597,1309
38,secondary,1354,364
49,tertiary,4976,36
29,primary,1768,426
35,secondary,-255,196
33,secondary,181,25
32,secondary,-446,126
39,tertiary,30,201
42,secondary,83,300
35,secondary,78,630
47,secondary,897,48
45,secondary,1501,189
30,tertiary,2,305
32,tertiary,396,205
27,secondary,89,68
35,secondary,1417,65
34,tertiary,186,115
32,secondary,385,247
51,secondary,934,164
28,secondary,5,178
26,tertiary,130,24
29,secondary,65,9
38,tertiary,1149,91
42,primary,1398,36
31,tertiary,22546,8
37,secondary,1140,33
37,secondary,3269,121
28,primary,674,921
30,secondary,2583,436
35,unknown,568,119
35,primary,1284,13
45,primary,528,16
40,primary,2226,7
34,secondary,183,259
55,tertiary,903,536
40,secondary,131,102
32,secondary,822,19
33,secondary,-224,152
56,secondary,126,113
30,secondary,348,14
34,secondary,175,21
28,secondary,20,17
47,secondary,120,18
46,secondary,2836,13
45,secondary,0,17
42,primary,325,99
39,tertiary,0,11
44,secondary,206,78
31,secondary,466,164
49,tertiary,411,9
44,secondary,130,263
56,secondary,244,465
43,secondary,1437,94
36,secondary,437,722
33,secondary,1615,178
49,secondary,-205,6
43,secondary,276,33
33,secondary,1521,222
34,secondary,529,325
26,tertiary,3944,974
32,tertiary,469,925
43,tertiary,1712,254
35,tertiary,-269,344
58,primary,2946,467
55,secondary,203,9
33,secondary,223,15
54,secondary,3344,12
27,secondary,1028,580
36,unknown,1336,42
35,secondary,257,186
33,tertiary,283,40
26,primary,619,720
36,secondary,3988,141
33,secondary,100,11
44,secondary,-182,10
28,primary,54,533
37,secondary,241,189
37,secondary,2139,146
33,primary,149,21
31,secondary,179,365
33,secondary,1733,895
41,unknown,2361,91
39,secondary,133,84
32,tertiary,62,166
31,secondary,982,182
32,secondary,159,46
32,tertiary,13711,638
48,secondary,2071,127
39,secondary,523,306
52,secondary,2216,161
49,secondary,-454,558
32,secondary,-133,119
34,primary,-204,61
32,unknown,6145,362
33,tertiary,0,83
35,secondary,-566,151
39,secondary,49,566
33,secondary,1233,141
31,secondary,1270,291
28,secondary,84,287
29,secondary,25,244
26,secondary,1006,667
38,secondary,934,715
38,secondary,2048,123
31,secondary,125,201
31,tertiary,328,414
28,tertiary,170,16
37,tertiary,833,212
31,primary,554,317
44,secondary,500,86
32,secondary,22,145
32,secondary,1914,532
52,secondary,1135,248
47,secondary,980,158
46,tertiary,217,141
41,secondary,14,161
30,tertiary,31,23
40,secondary,438,276
46,tertiary,225,201
44,unknown,415,7
36,tertiary,242,20
38,secondary,66,51
35,primary,602,467
36,tertiary,532,603
28,primary,3,9
38,tertiary,744,283
36,tertiary,307,341
36,secondary,869,102
49,tertiary,1769,283
54,primary,8,143
44,secondary,2999,717
28,secondary,61,428
38,secondary,6182,484
33,tertiary,5145,338
43,secondary,688,149
43,secondary,117,73
47,secondary,417,94
43,secondary,592,260
38,tertiary,-119,185
23,secondary,0,223
36,tertiary,85,76
56,primary,828,214
49,tertiary,85,590
40,primary,919,103
26,secondary,66,451
29,secondary,500,273
31,tertiary,17924,745
55,primary,8180,854
39,secondary,20928,1166
48,secondary,503,105
34,secondary,2436,8
44,secondary,275,7
32,tertiary,2431,646
49,primary,87,162
37,secondary,720,365
37,secondary,0,17
40,secondary,270,255
40,tertiary,253,377
43,primary,62,133
37,secondary,9,165
35,secondary,341,345
48,primary,194,263
35,secondary,3863,125
50,primary,1629,67
31,secondary,640,411
35,tertiary,-146,279
35,secondary,4963,456
33,secondary,705,112
35,secondary,35,152
31,secondary,8781,680
28,secondary,373,10
39,secondary,1355,1180
39,tertiary,3202,14
48,unknown,-70,243
29,secondary,6429,535
49,secondary,816,12
29,unknown,913,188
38,secondary,1211,498
53,primary,146,149
28,secondary,0,62
50,secondary,-581,877
40,primary,846,204
48,secondary,-407,210
54,secondary,1139,155
34,tertiary,902,159
28,secondary,-504,578
59,tertiary,2260,303
31,secondary,183,258
55,primary,366,161
26,secondary,-930,786
39,tertiary,1738,633
29,tertiary,21,107
46,tertiary,233,57
48,primary,214,307
39,secondary,-237,64
42,primary,22,116
35,primary,113,318
30,secondary,0,47
23,secondary,21,183
37,unknown,969,343
25,secondary,963,230
28,secondary,3,138
42,primary,142,11
28,primary,206,155
55,secondary,785,47
42,secondary,718,201
33,secondary,687,72
39,tertiary,1090,11
45,primary,345,289
43,secondary,38,273
30,secondary,43,91
40,primary,3705,23
28,tertiary,375,43
43,tertiary,-271,121
40,secondary,973,449
50,secondary,125,8
30,secondary,15,524
37,primary,397,13
48,tertiary,541,72
46,secondary,431,157
60,secondary,1407,112
34,secondary,175,50
43,primary,2315,42
41,secondary,1880,35
33,secondary,142,123
43,secondary,214,335
32,secondary,684,607
30,secondary,-97,255
34,secondary,1351,334
55,primary,-966,104
29,secondary,231,1075
35,tertiary,1212,235
40,primary,637,200
31,secondary,625,137
37,secondary,5957,64
41,secondary,580,874
28,tertiary,1027,433
31,tertiary,0,215
31,secondary,7567,287
51,secondary,708,391
46,secondary,198,93
57,secondary,0,16
28,secondary,704,171
26,tertiary,468,221
47,secondary,1934,225
36,secondary,1825,24
28,secondary,22,523
32,secondary,-103,298
38,primary,393,200
30,primary,99,93
33,secondary,716,234
38,primary,132,797
36,secondary,-206,419
30,secondary,-177,87
53,secondary,4778,83
42,tertiary,171,135
51,tertiary,-256,97
39,secondary,1089,128
45,primary,276,586
34,tertiary,273,492
29,tertiary,111,208
54,primary,316,240
27,secondary,1295,1106
31,primary,538,703
43,tertiary,275,151
39,secondary,300,506
39,secondary,-220,282
32,secondary,811,563
23,secondary,1105,377
42,primary,177,174
33,secondary,245,437
47,tertiary,3,199
29,secondary,1761,175
33,primary,262,386
42,secondary,2,51
37,secondary,141,233
33,primary,60,74
33,tertiary,-149,111
24,unknown,608,184
58,secondary,28318,168
25,secondary,-107,156
33,secondary,287,97
31,secondary,23,97
37,secondary,75,160
39,secondary,1048,149
34,primary,0,1020
34,tertiary,1272,202
44,primary,1342,112
53,tertiary,261,154
24,primary,456,337
36,tertiary,1354,1723
35,primary,2755,177
33,secondary,-448,95
43,primary,533,246
58,primary,2246,294
52,tertiary,482,162
29,secondary,-254,406
46,secondary,312,20
34,secondary,237,115
36,primary,0,543
35,primary,422,73
42,primary,1179,136
39,secondary,0,9
37,secondary,700,138
33,secondary,96,30
45,secondary,1003,444
26,secondary,864,466
48,secondary,65,146
33,secondary,249,7
36,secondary,779,172
28,secondary,58,16
35,secondary,221,150
27,secondary,-330,88
34,secondary,774,163
45,secondary,87,96
46,secondary,1074,277
34,tertiary,28,175
31,secondary,536,22
29,tertiary,604,430
50,secondary,2719,97
52,secondary,213,164
35,tertiary,4,88
38,tertiary,89,71
23,secondary,650,136
56,secondary,-256,92
37,primary,190,17
36,tertiary,0,155
39,primary,-100,159
25,tertiary,938,36
54,tertiary,2682,334
35,tertiary,478,107
36,secondary,2996,104
47,primary,881,143
46,secondary,130,106
46,secondary,-236,217
29,tertiary,111,216
32,tertiary,15,226
55,secondary,1126,166
38,primary,-42,87
25,secondary,1235,64
34,secondary,62,105
34,unknown,687,99
29,secondary,-312,130
28,tertiary,335,256
25,secondary,248,121
47,primary,133,285
50,secondary,4527,140
37,tertiary,8821,167
28,secondary,519,311
54,tertiary,-449,691
42,primary,1563,164
43,primary,2567,109
29,secondary,7863,1129
30,secondary,1222,444
25,secondary,216,175
35,secondary,336,191
54,unknown,-473,239
52,secondary,633,292
55,unknown,1545,59
51,secondary,500,471
32,tertiary,499,182
33,tertiary,1145,92
40,primary,-79,396
56,primary,48,132
37,secondary,1287,432
36,secondary,1049,224
37,secondary,6089,616
29,secondary,1002,50
46,secondary,-976,111
34,primary,109,685
44,secondary,583,423
34,secondary,332,134
56,secondary,3309,65
34,secondary,384,551
35,secondary,222,165
37,tertiary,-42,668
41,secondary,427,177
36,secondary,-267,99
33,secondary,318,108
32,secondary,169,291
39,tertiary,126,170
31,tertiary,0,117
34,secondary,2447,330
42,primary,248,480
29,secondary,891,172
48,secondary,333,24
40,primary,105,143
35,primary,246,157
49,tertiary,1253,83
53,tertiary,-388,111
37,secondary,887,553
37,secondary,561,632
40,tertiary,2258,115
45,tertiary,569,228
34,secondary,626,142
57,primary,739,172
29,secondary,1331,246
40,secondary,573,329
31,secondary,953,479
31,tertiary,183,46
42,secondary,0,67
47,secondary,177,95
32,primary,398,209
33,secondary,315,888
50,tertiary,451,441
31,primary,42,185
42,secondary,11177,229
60,primary,2147,213
58,secondary,8548,175
43,primary,479,293
52,tertiary,136,46
38,secondary,1407,169
26,primary,114,226
31,primary,864,113
36,primary,4608,284
49,secondary,1039,156
47,secondary,1863,151
31,secondary,150,68
59,primary,5788,56
59,secondary,5845,1060
33,secondary,43,332
35,secondary,2432,196
32,secondary,-575,24
29,secondary,769,67
38,secondary,7708,218
43,primary,18,131
29,tertiary,-11,164
29,secondary,70,400
28,secondary,1377,688
41,secondary,281,123
33,primary,405,99
36,secondary,886,362
43,primary,991,111
29,secondary,64,444
23,secondary,1587,502
51,primary,354,276
24,secondary,-169,366
50,secondary,124,367
51,secondary,814,17
44,secondary,466,158
46,secondary,196,29
40,primary,309,221
30,secondary,1717,197
40,tertiary,229,183
37,secondary,608,380
36,tertiary,-296,113
34,secondary,2542,228
30,secondary,664,57
33,unknown,24,535
33,tertiary,2412,91
26,primary,93,43
28,tertiary,293,265
37,primary,2079,299
27,primary,275,196
27,secondary,218,1462
38,secondary,1731,162
31,primary,392,465
27,secondary,806,304
40,secondary,8536,487
35,secondary,1287,251
47,primary,275,261
55,primary,338,8
36,tertiary,1041,480
35,secondary,100,171
29,secondary,792,374
43,secondary,30,60
31,tertiary,233,241
47,tertiary,-497,176
31,secondary,581,303
30,secondary,378,566
43,primary,1,649
38,primary,-258,134
53,secondary,765,959
41,secondary,200,353
42,secondary,-166,337
39,secondary,-143,93
34,secondary,259,291
27,secondary,54,252
35,secondary,-133,546
47,unknown,676,204
54,secondary,-135,152
53,primary,862,267
34,primary,79,406
35,primary,2212,320
26,secondary,5795,1094
30,secondary,315,884
53,secondary,6095,410
44,secondary,736,210
56,primary,309,198
35,secondary,650,241
35,tertiary,916,460
34,secondary,124,604
55,primary,-219,427
31,secondary,1257,350
30,tertiary,303,176
50,secondary,622,93
46,tertiary,24598,118
26,secondary,681,336
48,secondary,685,387
43,primary,-418,106
36,secondary,-531,205
41,secondary,783,135
36,secondary,1038,42
41,primary,3237,240
29,secondary,-13,512
36,tertiary,2178,75
43,secondary,0,88
29,tertiary,8,41
59,primary,502,27
39,primary,8654,181
51,secondary,421,306
31,tertiary,1750,90
35,secondary,911,136
36,primary,994,154
41,secondary,3895,305
28,secondary,3,190
35,secondary,612,47
47,primary,-169,172
33,secondary,49,170
33,secondary,968,204
38,tertiary,1307,294
41,secondary,174,367
40,primary,2805,173
55,secondary,-288,62
33,primary,170,113
33,secondary,207,629
47,secondary,1358,80
41,secondary,356,90
47,primary,355,144
41,secondary,315,28
33,secondary,331,178
37,secondary,987,306
37,primary,3051,386
38,secondary,677,114
27,secondary,3354,493
42,secondary,343,33
43,tertiary,536,167
57,secondary,0,125
39,primary,-223,185
28,secondary,213,341
32,secondary,687,415
33,secondary,-14,223
32,secondary,45,908
31,tertiary,2030,168
39,secondary,26,166
34,tertiary,97,67
49,primary,584,167
35,secondary,667,10
46,primary,1291,142
37,secondary,20,151
49,primary,137,384
31,secondary,4687,192
43,secondary,7973,100
48,primary,-50,212
33,secondary,1074,308
33,secondary,686,30
32,secondary,344,54
48,primary,430,340
39,secondary,522,225
42,secondary,154,346
30,secondary,326,197
37,secondary,4954,290
32,primary,78,72
38,secondary,215,115
42,primary,191,382
29,secondary,59,100
52,tertiary,751,165
32,tertiary,744,506
59,tertiary,422,647
36,secondary,568,140
30,primary,386,253
35,primary,-167,195
33,secondary,101,235
26,secondary,787,68
30,tertiary,317,165
29,secondary,555,133
48,secondary,168,100
33,secondary,-242,49
36,secondary,125,676
40,tertiary,602,145
40,tertiary,252,103
30,secondary,637,69
34,secondary,2,153
39,secondary,164,26
28,tertiary,1900,9
31,secondary,342,117
40,secondary,60,460
41,unknown,1377,111
38,primary,195,165
48,primary,666,10
33,tertiary,109,12
47,secondary,452,113
50,primary,111,8
28,secondary,293,194
39,secondary,7066,667
42,secondary,146,670
37,primary,357,14
30,secondary,148,115
27,tertiary,-152,14
31,secondary,591,14
27,secondary,-145,289
57,secondary,530,10
39,secondary,43,354
47,secondary,175,236
30,tertiary,872,61
42,secondary,680,306
38,secondary,10357,103
51,secondary,5885,172
29,secondary,363,164
30,secondary,28,778
46,primary,4602,39
48,secondary,1159,1181
31,tertiary,177,124
35,tertiary,3000,162
43,primary,232,45
27,primary,500,16
32,secondary,-538,233
23,secondary,738,347
43,tertiary,28,136
45,secondary,615,133
28,secondary,8,196
60,secondary,496,655
35,secondary,253,452
36,tertiary,577,33
31,secondary,0,56
28,secondary,916,191
34,secondary,0,78
30,secondary,-143,85
28,secondary,511,274
40,secondary,398,642
24,secondary,230,73
44,primary,36,551
25,secondary,541,607
34,secondary,176,67
21,primary,-172,409
29,secondary,940,382
52,primary,-100,7
34,tertiary,1317,239
47,secondary,1480,144
33,primary,433,54
41,secondary,793,123
51,tertiary,0,60
42,secondary,466,123
34,secondary,-257,160
28,secondary,113,270
56,secondary,-40,311
